ip address,Latitude,Longitude,Timestamp,suspicious
121.30.0.0,40.0947,113.2842,1736919126,0.0
24.106.20.240,44.482,-88.0185,1736919126,0.0
199.231.90.0,38.9944,-94.6733,1736919127,0.0
185.217.128.0,55.7386,37.6068,1736919127,0.0
109.165.90.0,47.7051,40.2082,1736919127,1.0
67.176.128.0,41.85,-87.7165,1736919127,0.0
199.255.74.0,44.6628,-93.1539,1736919128,0.0
95.27.197.192,59.8983,30.2618,1736919128,0.0
49.93.172.0,31.3862,120.9496,1736919128,0.0
2.23.167.0,55.7483,37.6171,1736919128,0.0
67.53.3.136,44.2765,-88.3134,1736919128,0.0
176.77.48.0,55.7483,37.6171,1736919128,0.0
216.196.167.96,39.2041,-84.3968,1736919128,0.0
91.212.151.0,55.7386,37.6068,1736919129,0.0
91.122.86.0,59.8792,30.9769,1736919129,0.0
109.145.204.0,53.5621,-0.0808,1736919129,1.0
62.33.124.0,51.7898,55.0984,1736919129,0.0
46.173.0.0,44.7234,37.7779,1736919130,0.0
70.62.169.108,39.5627,-84.2224,1736919130,0.0
71.67.17.244,38.061,-87.5501,1736919130,0.0
112.98.128.0,34.7732,113.722,1736919130,0.0
156.182.224.0,30.0588,31.2268,1736919130,0.0
212.129.128.0,34.7732,113.722,1736919130,0.0
185.64.76.0,55.7386,37.6068,1736919131,0.0
76.74.82.232,39.139,-84.4296,1736919131,0.0
211.97.131.0,24.5027,117.6495,1736919131,0.0
202.46.224.0,34.7732,113.722,1736919131,0.0
71.30.236.0,41.3657,-78.7242,1736919131,0.0
109.236.208.0,57.3807,41.284,1736919131,1.0
45.150.114.0,51.6664,39.17,1736919131,0.0
2.63.64.0,56.0133,92.7885,1736919132,0.0
176.120.240.0,55.7483,37.6171,1736919132,0.0
31.28.21.0,59.8983,30.2618,1736919132,0.0
42.159.163.184,34.7732,113.722,1736919132,0.0
111.223.4.0,34.7732,113.722,1736919132,0.0
176.121.48.0,55.7483,37.6171,1736919132,0.0
87.237.112.0,55.7386,37.6068,1736919133,0.0
212.65.85.176,55.7386,37.6068,1736919133,0.0
46.138.176.0,55.7483,37.6171,1736919134,0.0
68.115.171.236,35.5397,-82.5151,1736919134,0.0
24.182.47.96,34.0769,-118.2076,1736919134,0.0
123.200.32.0,35.6887,139.745,1736919134,0.0
66.191.82.172,44.0682,-89.2636,1736919135,0.0
131.148.39.144,28.8446,-82.0376,1736919135,0.0
123.158.0.0,30.2994,120.1612,1736919135,0.0
223.11.0.0,37.8648,112.5636,1736919135,0.0
24.220.94.0,42.7926,-96.9218,1736919136,0.0
202.143.4.0,34.7732,113.722,1736919136,0.0
95.86.228.0,57.4977,39.7458,1736919137,0.0
43.229.232.0,34.7732,113.722,1736919137,0.0
78.85.0.0,56.8489,53.2316,1736919137,0.0
95.141.22.64,51.536,-0.0925,1736919137,0.0
194.242.120.0,55.7386,37.6068,1736919137,0.0
117.150.192.0,30.9269,113.9222,1736919138,0.0
96.245.72.0,39.9828,-75.8239,1736919138,0.0
113.100.64.0,23.1181,113.2539,1736919138,0.0
95.31.185.126,55.7483,37.6171,1736919138,0.0
180.136.0.0,34.7732,113.722,1736919139,0.0
24.103.131.32,43.9864,-71.0632,1736919139,0.0
208.105.226.44,43.1061,-75.2336,1736919139,0.0
87.184.36.0,52.2171,13.4442,1736919139,0.0
213.234.251.64,53.3597,83.758,1736919140,0.0
188.43.74.132,55.1553,61.4313,1736919140,0.0
76.74.31.224,33.7485,-84.3871,1736919140,0.0
23.31.241.0,39.9517,-76.7064,1736919141,0.0
37.144.232.0,45.0355,38.975,1736919141,0.0
218.104.30.72,39.911,116.395,1736919141,0.0
24.227.203.104,30.1713,-97.6152,1736919141,0.0
61.46.46.0,34.827,135.4639,1736919141,0.0
188.168.192.0,47.0509,142.0449,1736919142,0.0
66.57.146.72,35.798,-78.3926,1736919142,0.0
119.225.33.140,-35.353,149.0137,1736919142,0.0
107.155.51.0,55.7483,37.6171,1736919142,0.0
120.229.136.0,23.0052,113.657,1736919142,0.0
24.180.235.0,43.6077,-83.9498,1736919143,0.0
80.64.104.160,56.6504,36.292,1736919143,0.0
111.101.7.0,35.4177,139.52,1736919143,0.0
178.76.205.0,55.7386,37.6068,1736919143,0.0
202.134.58.0,34.7732,113.722,1736919143,0.0
93.171.2.0,55.3662,86.0805,1736919143,0.0
95.72.104.0,55.7483,37.6171,1736919143,0.0
47.23.80.192,41.0429,-74.1004,1736919143,0.0
213.59.202.28,54.7609,32.1254,1736919143,0.0
122.226.0.0,29.1003,119.6451,1736919143,0.0
64.183.92.160,38.5543,-106.9229,1736919143,0.0
27.227.168.0,36.0647,103.8397,1736919144,0.0
45.81.138.0,45.0452,38.9722,1736919144,0.0
24.106.91.144,39.5107,-84.7427,1736919144,0.0
65.30.122.48,43.0006,-88.22,1736919144,0.0
66.57.151.172,35.798,-78.3926,1736919144,0.0
69.193.3.28,44.8227,-68.8001,1736919144,0.0
1.204.0.0,26.58,106.7223,1736919144,0.0
45.123.28.0,34.7732,113.722,1736919144,0.0
24.123.62.92,38.7947,-82.9286,1736919145,0.0
38.135.94.0,38.93,-77.35,1736919145,0.0
85.173.224.0,55.7386,37.6068,1736919145,1.0
223.104.132.0,28.2014,112.9611,1736919145,0.0
144.129.37.92,35.2976,-119.0484,1736919145,0.0
98.182.88.0,41.9853,-71.5184,1736919145,0.0
173.22.28.184,29.7495,-84.8162,1736919145,0.0
73.27.4.0,27.9037,-81.5846,1736919145,0.0
37.79.160.0,61.723,75.3633,1736919146,0.0
97.105.78.152,32.8793,-96.6375,1736919146,0.0
95.156.83.44,54.9022,83.0335,1736919146,0.0
217.110.201.24,53.5544,9.9946,1736919147,0.0
217.24.112.0,61.6734,50.8459,1736919147,0.0
147.10.133.0,-31.9464,115.7988,1736919148,0.0
116.254.128.0,34.7732,113.722,1736919149,0.0
100.1.153.0,40.7886,-74.1634,1736919149,0.0
14.22.0.0,34.7732,113.722,1736919149,0.0
202.12.72.0,34.7732,113.722,1736919149,0.0
58.179.48.0,-33.8715,151.2006,1736919149,0.0
67.54.166.0,31.0911,-91.0921,1736919150,0.0
121.111.22.0,34.3469,132.3363,1736919150,0.0
123.243.40.0,-33.8715,151.2006,1736919150,0.0
5.57.80.0,51.4964,-0.1224,1736919150,0.0
64.183.140.180,41.5696,-81.2096,1736919150,0.0
64.111.44.128,40.5269,-92.529,1736919150,0.0
108.178.137.36,34.1806,-118.4575,1736919150,0.0
97.80.52.164,30.4856,-90.0977,1736919150,0.0
46.61.28.0,47.2361,39.7189,1736919150,0.0
202.1.110.0,31.2222,121.4581,1736919151,0.0
58.93.199.0,36.197,140.0738,1736919151,0.0
185.235.230.0,55.7386,37.6068,1736919151,0.0
143.170.151.0,31.135,-97.776,1736919151,0.0
216.221.0.0,37.751,-97.822,1736919151,0.0
123.170.0.0,37.4603,118.4945,1736919152,0.0
31.148.174.0,56.9919,57.4335,1736919152,0.0
77.35.114.0,43.1068,131.8692,1736919152,0.0
178.219.176.0,55.8654,38.4503,1736919152,0.0
79.172.0.0,57.4364,60.0691,1736919153,0.0
104.28.221.2,33.364,120.1592,1736919153,0.0
195.2.214.0,55.4972,46.4242,1736919153,0.0
27.153.160.0,25.4394,119.0103,1736919153,0.0
99.156.168.0,32.8545,-97.1359,1736919153,0.0
104.28.66.32,31.2222,121.4581,1736919153,0.0
217.110.201.160,52.5196,13.4069,1736919154,0.0
111.19.64.0,34.3725,107.1613,1736919154,0.0
91.135.216.0,52.9621,36.0761,1736919154,0.0
97.87.202.180,38.7669,-93.7291,1736919154,0.0
50.75.34.32,43.5825,-70.3513,1736919155,1.0
193.227.128.0,30.0355,31.223,1736919155,0.0
150.220.176.200,30.1746,-97.8203,1736919155,0.0
195.19.211.0,55.7386,37.6068,1736919155,0.0
60.255.176.0,28.8864,105.4268,1736919156,0.0
36.140.0.0,23.1181,113.2539,1736919156,0.0
180.87.153.192,34.7732,113.722,1736919156,0.0
31.23.184.0,47.2361,39.7189,1736919156,0.0
27.155.194.0,26.0372,119.4134,1736919156,0.0
23.94.29.32,37.751,-97.822,1736919157,0.0
88.151.88.0,58.511,31.3251,1736919157,0.0
178.75.64.0,52.7324,41.4313,1736919157,0.0
104.159.238.225,43.0845,-86.1017,1736919157,0.0
95.47.36.0,54.2047,37.6096,1736919157,0.0
104.28.77.4,35.9935,-78.9032,1736919157,0.0
103.123.176.0,34.7732,113.722,1736919158,0.0
222.188.128.0,34.7732,113.722,1736919158,0.0
87.238.119.0,55.7386,37.6068,1736919158,0.0
122.210.8.0,35.4643,139.6262,1736919158,0.0
97.105.91.140,30.2971,-97.7862,1736919158,0.0
103.244.164.0,34.7732,113.722,1736919158,0.0
23.133.248.0,-37.8159,144.9669,1736919159,0.0
103.134.196.0,34.7732,113.722,1736919159,0.0
79.133.112.0,55.7483,37.6171,1736919159,0.0
20.157.85.0,18.6161,73.7286,1736919159,0.0
217.150.49.0,59.8983,30.2618,1736919159,0.0
213.61.221.224,48.767,9.1827,1736919159,0.0
50.241.104.176,42.3432,-71.8394,1736919159,1.0
31.187.96.0,55.7386,37.6068,1736919159,0.0
160.202.12.0,19.0748,72.8856,1736919160,0.0
40.99.148.0,50.1188,8.6843,1736919160,0.0
85.134.193.0,54.3508,-6.6674,1736919160,1.0
95.140.149.0,55.7386,37.6068,1736919160,0.0
223.147.90.0,28.2014,112.9611,1736919161,0.0
203.18.72.0,34.7732,113.722,1736919161,0.0
171.80.0.0,34.7732,113.722,1736919161,0.0
114.77.80.68,-33.4681,151.3588,1736919161,0.0
119.134.0.0,34.7732,113.722,1736919162,0.0
94.232.94.0,43.2379,44.7376,1736919162,0.0
73.222.54.0,37.7688,-122.262,1736919162,0.0
24.123.190.40,35.8964,-78.7115,1736919163,0.0
178.67.20.0,59.8983,30.2618,1736919163,0.0
31.23.56.0,47.1353,39.7431,1736919163,0.0
74.95.228.0,29.7438,-95.4422,1736919163,0.0
65.55.253.0,37.751,-97.822,1736919163,0.0
83.149.42.188,56.3327,44.0012,1736919163,0.0
182.126.0.0,34.8062,114.2763,1736919164,0.0
217.110.176.152,51.2184,6.7734,1736919164,0.0
126.193.43.0,35.1796,136.9166,1736919164,0.0
24.216.240.124,43.4323,-124.2131,1736919164,0.0
178.176.230.0,56.3327,44.0012,1736919164,0.0
112.43.0.0,43.8006,87.6012,1736919164,0.0
185.140.132.0,55.7386,37.6068,1736919165,0.0
116.140.128.0,41.5715,120.4637,1736919165,0.0
12.229.142.0,42.9813,-83.7349,1736919165,0.0
176.59.34.128,48.8073,44.5817,1736919165,0.0
77.73.48.0,45.0424,41.9707,1736919165,0.0
203.12.219.0,34.7732,113.722,1736919166,0.0
168.216.84.0,38.9755,-80.2407,1736919166,0.0
139.104.232.0,40.7123,-74.0068,1736919167,0.0
98.153.160.168,34.1483,-118.0016,1736919167,0.0
112.112.0.0,25.0389,102.7183,1736919167,0.0
52.130.102.0,40.7846,114.8559,1736919167,0.0
24.178.208.176,32.7202,-97.264,1736919168,0.0
90.154.64.0,55.7483,37.6171,1736919168,0.0
118.105.46.0,35.2095,136.9286,1736919168,0.0
203.22.28.0,34.7732,113.722,1736919168,0.0
83.102.208.0,56.235,43.4608,1736919169,0.0
71.86.138.64,38.6287,-90.1988,1736919169,0.0
91.228.180.0,55.7386,37.6068,1736919169,0.0
76.79.1.104,39.1027,-94.5778,1736919169,0.0
58.23.64.0,24.8228,118.5743,1736919169,0.0
124.87.16.0,26.2124,127.6757,1736919169,0.0
185.33.161.0,51.6664,39.17,1736919169,0.0
77.35.218.0,43.1197,133.1265,1736919169,0.0
45.124.172.0,34.7732,113.722,1736919169,0.0
223.104.6.0,24.9051,118.5707,1736919169,0.0
103.173.117.0,21.9974,79.0011,1736919169,0.0
89.221.205.0,55.7386,37.6068,1736919170,0.0
103.207.220.0,34.7732,113.722,1736919170,0.0
103.77.88.0,34.7732,113.722,1736919170,0.0
178.45.56.0,53.2061,50.1509,1736919170,0.0
91.207.6.0,55.7386,37.6068,1736919170,0.0
118.73.128.0,34.7732,113.722,1736919170,0.0
97.86.72.236,42.2623,-85.6148,1736919170,0.0
94.25.179.128,55.1553,61.4313,1736919171,0.0
103.59.148.0,34.7732,113.722,1736919171,0.0
108.45.36.0,38.9275,-76.7153,1736919171,0.0
97.143.184.0,35.7614,-78.6015,1736919171,0.0
203.12.65.0,34.7732,113.722,1736919171,0.0
180.98.192.0,32.0589,118.7738,1736919171,0.0
67.11.16.0,30.2971,-97.7862,1736919171,0.0
103.41.160.0,34.7732,113.722,1736919171,0.0
103.27.96.0,34.7732,113.722,1736919171,0.0
104.28.83.193,36.4561,136.6354,1736919172,0.0
89.221.61.220,55.7482,37.6177,1736919172,0.0
118.184.75.0,34.0544,-118.2441,1736919172,0.0
108.61.218.220,38.4354,-122.7128,1736919172,0.0
68.191.227.44,36.0008,-83.4233,1736919172,0.0
24.43.63.112,33.7443,-116.9764,1736919172,0.0
192.62.132.128,37.751,-97.822,1736919173,0.0
223.181.28.0,28.6542,77.2373,1736919173,0.0
70.61.43.236,39.7168,-84.1575,1736919173,0.0
178.184.16.0,52.2978,104.2964,1736919173,0.0
45.155.144.0,55.7386,37.6068,1736919173,0.0
85.88.160.198,50.2705,127.5352,1736919173,1.0
94.28.176.0,54.2021,37.6179,1736919173,0.0
185.169.152.0,55.7386,37.6068,1736919174,0.0
50.213.198.128,39.3886,-77.1683,1736919174,1.0
123.225.200.0,35.8228,139.6726,1736919174,0.0
103.71.120.0,34.7732,113.722,1736919174,0.0
212.221.50.232,51.4535,-2.5917,1736919175,0.0
221.232.0.0,34.7732,113.722,1736919175,0.0
202.172.7.0,34.7732,113.722,1736919175,0.0
104.28.66.42,29.8797,121.5513,1736919176,0.0
89.1.151.0,50.8198,6.1426,1736919176,0.0
65.154.96.0,47.4949,-117.5789,1736919176,0.0
90.150.9.168,55.7386,37.6068,1736919176,0.0
80.251.182.160,50.9298,6.9489,1736919176,0.0
223.147.4.0,27.8507,112.897,1736919177,0.0
168.91.102.0,40.731,-74.0787,1736919177,0.0
43.227.20.0,18.6161,73.7286,1736919177,0.0
76.141.166.0,41.8289,-88.1884,1736919177,0.0
171.22.168.0,51.2993,9.491,1736919177,0.0
71.12.104.0,33.6034,-86.8198,1736919177,0.0
77.82.65.0,53.0144,158.6456,1736919177,0.0
5.141.84.0,56.8439,60.6524,1736919177,0.0
38.70.222.0,26.125,-80.267,1736919177,0.0
195.112.112.0,54.5308,36.2699,1736919177,0.0
37.18.85.1,55.7386,37.6068,1736919177,0.0
74.82.10.128,39.9705,-111.8129,1736919178,0.0
93.171.12.0,55.7483,37.6171,1736919178,0.0
115.125.192.0,43.0763,141.3654,1736919178,0.0
203.17.28.0,34.7732,113.722,1736919179,0.0
109.69.72.0,54.6296,39.6881,1736919179,1.0
46.161.0.0,55.7386,37.6068,1736919179,0.0
194.81.64.0,52.1398,-0.2399,1736919179,0.0
210.13.214.48,34.7732,113.722,1736919179,0.0
95.27.130.0,45.0424,41.9707,1736919179,0.0
193.233.176.0,55.7483,37.6171,1736919180,0.0
77.235.222.0,56.0133,92.7885,1736919180,0.0
196.151.160.0,30.0355,31.223,1736919180,0.0
116.5.32.0,23.0261,113.1371,1736919181,0.0
194.42.47.128,51.2993,9.491,1736919181,0.0
24.39.253.136,43.1115,-76.1834,1736919181,0.0
185.210.140.0,54.9022,83.0335,1736919181,0.0
178.211.0.0,55.7386,37.6068,1736919182,0.0
62.33.72.224,55.5444,34.9979,1736919182,0.0
69.75.184.12,33.7256,-117.9119,1736919182,0.0
109.184.120.0,56.2131,43.2994,1736919182,1.0
60.186.128.0,30.2994,120.1612,1736919183,0.0
43.251.244.0,34.7732,113.722,1736919183,0.0
78.140.212.0,55.7386,37.6068,1736919183,0.0
79.174.184.0,55.7386,37.6068,1736919183,0.0
176.214.96.0,55.7386,37.6068,1736919183,0.0
104.11.32.0,42.6206,-82.9608,1736919183,0.0
118.17.250.0,33.8397,132.743,1736919184,0.0
203.28.185.0,34.7732,113.722,1736919184,0.0
47.48.145.120,33.2683,-87.583,1736919185,0.0
104.55.128.0,39.7764,-86.1077,1736919185,0.0
185.2.48.0,34.7732,113.722,1736919185,0.0
120.219.112.0,34.7599,113.6459,1736919185,0.0
178.167.38.0,55.7946,38.4285,1736919185,0.0
103.171.214.0,34.7732,113.722,1736919185,0.0
39.87.139.149,34.7732,113.722,1736919185,0.0
24.123.198.92,39.8356,-84.2672,1736919186,0.0
185.81.68.0,55.7386,37.6068,1736919186,0.0
47.50.209.128,38.7987,-90.5034,1736919186,0.0
23.111.32.0,55.7386,37.6068,1736919186,0.0
193.105.11.0,55.7386,37.6068,1736919187,0.0
99.14.251.0,34.5037,-93.0552,1736919187,0.0
97.68.56.112,28.6252,-80.8461,1736919187,0.0
183.11.128.0,34.7732,113.722,1736919187,0.0
213.219.204.0,55.6635,37.986,1736919188,0.0
114.216.0.0,31.3093,120.602,1736919188,0.0
47.49.112.20,46.8154,-92.1952,1736919188,0.0
71.40.122.8,32.9376,-97.0829,1736919188,0.0
183.253.128.0,26.6564,119.5239,1736919189,0.0
31.13.134.233,55.785,49.1178,1736919189,0.0
85.192.24.0,55.7386,37.6068,1736919189,1.0
24.43.45.64,34.2862,-119.2264,1736919190,0.0
188.190.128.0,53.3997,49.4953,1736919190,0.0
178.211.168.0,56.4414,59.9223,1736919190,0.0
98.194.102.0,29.7452,-95.7327,1736919190,0.0
27.106.128.0,34.7732,113.722,1736919191,0.0
97.68.204.92,28.5156,-81.3574,1736919191,0.0
52.130.97.0,31.2222,121.4581,1736919191,0.0
178.22.31.0,55.7386,37.6068,1736919192,0.0
72.68.107.0,40.2152,-74.7471,1736919192,0.0
185.157.124.0,55.7386,37.6068,1736919192,0.0
222.126.180.0,31.2222,121.4581,1736919192,0.0
109.171.0.0,55.7386,37.6068,1736919192,1.0
212.24.115.0,55.7386,37.6068,1736919192,0.0
115.220.128.0,30.2994,120.1612,1736919192,0.0
178.216.72.0,55.7386,37.6068,1736919192,0.0
118.74.240.0,37.6524,112.7527,1736919193,0.0
160.72.44.0,39.2962,-76.5741,1736919193,0.0
126.74.62.0,35.9027,140.1809,1736919193,0.0
46.180.172.0,53.99,86.6621,1736919193,0.0
40.73.0.0,39.911,116.395,1736919193,0.0
45.243.148.212,30.1108,31.3733,1736919194,0.0
93.171.236.0,53.9946,38.1744,1736919194,0.0
66.188.37.252,43.0352,-83.5248,1736919194,0.0
91.227.198.0,55.7386,37.6068,1736919194,0.0
173.70.234.0,40.2669,-74.6511,1736919194,0.0
162.155.5.232,40.12,-84.3462,1736919195,0.0
78.37.176.0,59.8983,30.2618,1736919195,0.0
117.96.220.0,9.9327,78.1141,1736919195,0.0
84.51.126.0,55.7483,37.6171,1736919195,0.0
103.215.52.0,17.3359,76.8341,1736919196,0.0
24.176.29.80,44.9118,-85.0638,1736919196,0.0
66.191.69.104,46.8154,-92.1952,1736919197,0.0
78.139.64.0,56.4046,61.921,1736919197,0.0
24.123.64.216,40.144,-84.2383,1736919197,0.0
106.8.224.0,38.3169,116.8478,1736919197,0.0
103.59.76.0,34.7732,113.722,1736919197,0.0
183.48.240.0,22.2767,113.5788,1736919197,0.0
17.94.32.0,39.911,116.395,1736919198,0.0
121.28.0.0,38.036,114.4654,1736919198,0.0
106.45.0.0,34.7732,113.722,1736919198,0.0
12.52.139.80,42.4095,-82.947,1736919198,0.0
104.28.120.98,36.71,119.1038,1736919198,0.0
178.16.158.192,55.7386,37.6068,1736919198,0.0
103.142.220.0,34.7732,113.722,1736919198,0.0
46.102.251.0,39.911,116.395,1736919198,0.0
31.8.0.0,54.5833,54.9,1736919199,0.0
216.56.144.0,43.151,-88.5869,1736919199,0.0
46.39.48.0,55.7483,37.6171,1736919199,0.0
45.3.244.36,28.0386,-82.3696,1736919199,0.0
192.25.56.0,37.751,-97.822,1736919200,0.0
46.149.32.150,59.8983,30.2618,1736919200,0.0
70.62.164.36,38.2539,-85.76,1736919200,0.0
93.187.96.0,55.7386,37.6068,1736919200,0.0
45.8.159.7,55.7386,37.6068,1736919200,0.0
207.246.100.16,34.0544,-118.244,1736919200,0.0
86.138.0.128,53.4809,-2.2374,1736919201,0.0
95.153.192.0,51.5054,46.1196,1736919201,0.0
91.225.236.0,55.7386,37.6068,1736919201,0.0
77.74.24.0,55.7483,37.6171,1736919201,0.0
180.181.151.64,-26.1874,152.663,1736919201,0.0
194.117.50.128,55.7386,37.6068,1736919202,0.0
119.96.112.0,30.6498,104.0555,1736919202,0.0
37.145.191.17,59.8983,30.2618,1736919202,0.0
37.204.26.0,55.7483,37.6171,1736919202,0.0
82.149.138.0,68.9702,33.078,1736919202,0.0
205.253.120.40,30.7339,76.7889,1736919203,0.0
116.55.229.61,34.7732,113.722,1736919203,0.0
5.199.192.0,56.8439,60.6524,1736919203,0.0
183.35.176.0,23.1181,113.2539,1736919203,0.0
113.58.0.0,34.7732,113.722,1736919203,0.0
92.208.234.0,53.9471,14.1634,1736919203,0.0
185.114.133.47,55.7483,37.6171,1736919204,0.0
27.121.72.0,34.7732,113.722,1736919204,0.0
196.247.244.0,55.7483,37.6171,1736919204,0.0
223.73.39.0,23.1072,114.3997,1736919204,0.0
94.255.80.0,44.1556,43.4702,1736919205,0.0
91.240.74.0,55.7483,37.6171,1736919205,0.0
87.135.171.0,49.8722,8.6693,1736919205,0.0
74.143.204.96,40.2645,-82.8504,1736919207,0.0
103.81.164.0,34.7732,113.722,1736919207,0.0
170.244.95.1,41.0991,-74.008,1736919207,0.0
185.197.32.0,55.7483,37.6171,1736919207,0.0
46.29.198.0,55.7386,37.6068,1736919207,0.0
91.105.184.0,51.5138,81.2232,1736919207,0.0
84.54.16.0,55.7483,37.6171,1736919207,0.0
103.120.196.0,34.7732,113.722,1736919208,0.0
14.200.149.189,-37.8411,144.9799,1736919208,0.0
103.152.186.0,34.7732,113.722,1736919208,0.0
104.28.225.33,33.63,114.6353,1736919208,0.0
212.44.136.168,55.7483,37.6171,1736919208,0.0
95.85.82.0,57.5866,48.9562,1736919208,0.0
113.36.24.0,34.6837,135.5236,1736919209,0.0
69.75.226.212,33.8951,-118.291,1736919209,0.0
82.202.227.0,59.9417,30.3096,1736919209,0.0
79.120.32.0,56.1794,36.9883,1736919209,0.0
71.27.199.128,25.9057,-80.2535,1736919209,0.0
178.206.100.0,55.7582,52.4302,1736919210,0.0
46.150.164.0,55.7483,37.6171,1736919210,0.0
24.97.205.96,40.6368,-74.3727,1736919210,0.0
144.129.75.240,27.8719,-82.6371,1736919210,0.0
213.151.24.192,56.8439,60.6524,1736919211,0.0
125.216.0.0,34.7732,113.722,1736919211,0.0
114.48.121.128,35.6897,139.6895,1736919211,0.0
66.84.100.0,43.5124,-83.5879,1736919211,0.0
103.226.156.0,34.7732,113.722,1736919211,0.0
194.1.232.0,55.7386,37.6068,1736919211,0.0
185.124.152.0,56.0133,92.7885,1736919212,0.0
134.109.192.0,50.8535,13.0718,1736919212,0.0
178.18.96.0,56.8439,60.6524,1736919212,0.0
76.80.208.120,34.0544,-118.2441,1736919212,0.0
146.120.215.0,55.6945,37.9239,1736919212,0.0
162.155.150.8,39.7946,-84.32,1736919212,0.0
188.186.112.0,57.1533,65.5418,1736919212,0.0
185.244.51.0,55.7386,37.6068,1736919212,0.0
195.162.6.0,55.7386,37.6068,1736919213,0.0
117.49.76.0,30.2994,120.1612,1736919213,0.0
203.23.131.0,-33.494,143.2104,1736919213,0.0
27.148.56.0,24.9051,118.5707,1736919213,0.0
50.117.46.0,37.751,-97.822,1736919213,1.0
184.74.59.8,43.2213,-78.3855,1736919213,0.0
95.73.36.0,55.7483,37.6171,1736919213,0.0
182.97.144.0,30.2994,120.1612,1736919214,0.0
180.169.123.224,31.2222,121.4581,1736919214,0.0
193.22.88.0,55.7386,37.6068,1736919214,0.0
84.204.0.0,59.8983,30.2618,1736919215,0.0
91.188.230.0,48.4817,135.083,1736919215,0.0
88.218.56.0,55.7483,37.6171,1736919215,0.0
78.132.144.0,52.7324,41.4313,1736919215,0.0
126.250.0.0,35.6837,139.6805,1736919215,0.0
188.105.241.0,49.495,10.9453,1736919215,0.0
123.101.0.0,34.7732,113.722,1736919216,0.0
163.51.23.128,34.6947,135.5,1736919216,0.0
202.189.184.0,34.7732,113.722,1736919217,0.0
149.62.160.0,55.7386,37.6068,1736919217,0.0
103.163.244.0,29.3885,76.9669,1736919217,0.0
97.65.98.0,47.6008,-122.3248,1736919217,0.0
74.129.92.0,40.8501,-81.2583,1736919217,0.0
97.78.74.60,39.8079,-86.0949,1736919217,0.0
93.170.182.80,58.1358,52.6634,1736919217,0.0
93.95.168.0,55.7386,37.6068,1736919217,0.0
131.239.52.0,41.0965,-73.4277,1736919218,0.0
146.75.148.198,43.6598,-70.2547,1736919218,0.0
74.142.222.208,40.7627,-82.5593,1736919218,0.0
178.45.251.148,54.1786,45.1844,1736919218,0.0
178.45.128.0,51.5614,46.0388,1736919218,0.0
176.196.32.0,55.7386,37.6068,1736919218,0.0
31.28.1.192,59.8983,30.2618,1736919219,0.0
77.235.201.0,53.7438,87.0979,1736919219,0.0
137.220.62.100,32.5505,-83.6044,1736919219,0.0
124.38.240.0,43.0875,141.3335,1736919219,0.0
137.27.115.224,45.2975,-94.9435,1736919219,0.0
